20201106_133515 0902 HK2 :0002091b t105.3 0 VM-127.0 RM 44.6 VE 70.0 RE 40.0 RS  0.0 P107 E0000 FX41 M43 A1
20201106_133516 0903 HK2 :0002091b t107.8 0 VM-127.0 RM 44.6 VE 70.0 RE 40.0 RS  0.0 P107 E0000 FX41 M43 A1
20201106_133517 0A01 HK2 :00020A1b t109.0 0 VM-127.0 RM 42.0 VE 70.0 RE 40.0 RS  0.0 P107 E0000 FX41 M43 A1
20201106_133518 0A02 HK2 :00020A1b t110.4 0 VM-127.0 RM 42.0 VE 70.0 RE 40.0 RS  0.0 P107 E0000 FX41 M43 A1
20201106_133520 0A03 HK2 :00020A1b t112.7 0 VM-127.0 RM 42.0 VE 70.0 RE 40.0 RS  0.0 P107 E0000 FX41 M43 A1
20201106_133523 0B01 HK2 :00020B1b t112.7 0 VM-127.0 RM 45.3 VE 70.0 RE 40.0 RS  0.0 P107 E0000 FX41 M43 A1
20201106_133524 0B02 HK2 :00020B1b t115.8 0 VM-127.0 RM 45.3 VE 70.0 RE 40.0 RS  0.0 P107 E0000 FX41 M43 A1
20201106_133526 0B03 HK2 :00020B1b t117.9 0 VM-127.0 RM 45.3 VE 70.0 RE 40.0 RS  0.0 P107 E0000 FX41 M43 A1
20201106_133528 0C01 HK2 :00020C1b t120.0 0 VM-127.0 RM-127.0 VE 70.0 RE 40.0 RS  0.0 P107 E0000 FX41 M43 A1
20201106_133529 0C02 HK2 :00020C1b t120.8 0 VM-127.0 RM-127.0 VE 70.0 RE 40.0 RS  0.0 P107 E0000 FX41 M43 A1
20201106_133530 0C03 HK2 :00020C1b t122.6 0 VM-127.0 RM-127.0 VE 70.0 RE 40.0 RS  0.0 P107 E0000 FX41 M43 A1
20201106_133531 0D01 HK2 :00020D1b t123.6 0 VM-127.0 RM 53.3 VE 70.0 RE 40.0 RS  0.0 P107 E0000 FX41 M43 A1
20201106_133533 0D02 HK2 :00020D1b t125.3 0 VM-127.0 RM 53.3 VE 57.9 RE 53.3 RS  0.0 P107 E0000 FX41 M43 A1
20201106_133534 0D03 HK2 :00020D1b t126.0 0 VM-127.0 RM 53.3 VE 57.9 RE 53.3 RS  0.0 P107 E0000 FX41 M43 A1
20201106_133536 0E01 HK2 :00020E1b t128.1 0 VM-127.0 RM 44.8 VE 57.9 RE 44.8 RS  0.0 P107 E0000 FX41 M43 A1
20201106_133537 0E02 HK2 :00020E1b t128.9 0 VM-127.0 RM 44.8 VE 57.9 RE 44.8 RS  0.0 P107 E0000 FX41 M43 A1
20201106_133539 0E03 HK2 :00020E1b t131.2 0 VM-127.0 RM 44.7 VE 57.9 RE 44.8 RS  0.0 P107 E0000 FX41 M43 A1
20201106_133540 0F01 HK2 :00020F1b t132.4 0 VM-127.0 RM 47.4 VE 57.9 RE 47.4 RS  0.0 P107 E0000 FX41 M43 A1
20201106_133541 0F02 HK2 :00020F1b t133.4 0 VM-127.0 RM 47.4 VE 57.9 RE 47.4 RS  0.0 P107 E0000 FX41 M43 A1
20201106_133542 0F03 HK2 :False
20201106_133544 1001 HK2 :0002101b t135.6 0 VM-127.0 RM 37.6 VE 57.9 RE 37.6 RS  0.0 P107 E0000 FX41 M43 A1
20201106_133545 1002 HK2 :0002101b t136.9 0 VM-127.0 RM 37.6 VE 57.9 RE 37.6 RS  0.0 P107 E0000 FX41 M43 A1
20201106_133546 1003 HK2 :0002101b t138.0 0 VM-127.0 RM 37.6 VE 57.9 RE 37.6 RS  0.0 P107 E0000 FX41 M43 A1
20201106_133548 1101 HK2 :0002111b t136.0 0 VM-127.0 RM 46.5 VE 57.9 RE 46.5 RS  0.0 P107 E0000 FX41 M43 A1
20201106_133551 1102 HK2 :0002111b t138.9 0 VM-127.0 RM 46.4 VE 57.9 RE 46.5 RS  0.0 P107 E0000 FX41 M43 A1
20201106_133552 1103 HK2 :0002111b t139.6 0 VM-127.0 RM 46.4 VE 57.9 RE 46.5 RS  0.0 P107 E0000 FX41 M43 A1
20201106_133555 1201 HK2 :0002121b t131.9 0 VM-127.0 RM 43.8 VE 57.9 RE 43.9 RS  0.0 P107 E0000 FX41 M43 A1
20201106_133556 1202 HK2 :0002121b t133.2 0 VM-127.0 RM 43.8 VE 57.9 RE 43.9 RS  0.0 P107 E0000 FX41 M43 A1
20201106_133558 1203 HK2 :0002121b t134.9 0 VM-127.0 RM 43.8 VE 57.9 RE 43.9 RS  0.0 P107 E0000 FX41 M43 A1
20201106_133559 1E01 HK2 :00021E1b t151.5 0 VM 58.4 RM 43.2 VE 70.0 RE 43.5 RS  0.0 P000 E0001 FX44 M40 A0
20201106_133600 1E02 HK2 :00021E1b t152.5 0 VM 58.4 RM 43.2 VE 70.0 RE 43.5 RS  0.0 P000 E0001 FX44 M40 A0
20201106_133601 1E03 HK2 :00021E1b t153.2 0 VM 58.4 RM 43.2 VE 70.0 RE 43.5 RS  0.0 P000 E0001 FX44 M40 A0
20201106_133857 0101 HK2 :0002011b t329.9 W VM-127.0 RM 52.3 VE 58.7 RE 52.8 RS 44.6 P089 E0000 FX20 M44 A1
20201106_133858 0102 HK2 :0002011b t330.5 W VM-127.0 RM 52.3 VE 58.7 RE 52.8 RS 44.6 P089 E0000 FX20 M44 A1
20201106_133859 0103 HK2 :0002011b t331.4 W VM-127.0 RM 52.3 VE 58.7 RE 52.8 RS 44.6 P089 E0000 FX20 M44 A1
20201106_133900 0201 HK2 :0002021b t332.0 W VM-127.0 RM 48.3 VE 58.7 RE 48.9 RS 44.6 P100 E0000 FX20 M43 A1
20201106_133901 0202 HK2 :0002021b t333.7 W VM-127.0 RM 48.3 VE 58.7 RE 48.9 RS 44.6 P100 E0000 FX20 M43 A1
20201106_133902 0203 HK2 :0002021b t334.7 W VM-127.0 RM 48.3 VE 58.7 RE 48.9 RS 44.6 P100 E0000 FX20 M43 A1
20201106_133903 0301 HK2 :0002031b t335.5 W VM-127.0 RM 51.6 VE 58.7 RE 52.9 RS 44.6 P089 E0000 FX20 M44 A1
20201106_133904 0302 HK2 :0002031b t336.2 W VM-127.0 RM 51.6 VE 58.7 RE 52.9 RS 44.6 P089 E0000 FX20 M44 A1
20201106_133906 0303 HK2 :0002031b t337.7 W VM-127.0 RM 51.6 VE 58.7 RE 52.9 RS 44.6 P089 E0000 FX20 M44 A1
20201106_133908 0401 HK2 :0002041b t339.2 W VM-127.0 RM 42.3 VE 58.7 RE 42.7 RS 44.6 P107 E0000 FX41 M43 A1
20201106_133910 0402 HK2 :0002041b t342.2 W VM-127.0 RM 42.3 VE 58.7 RE 42.7 RS 44.6 P107 E0000 FX41 M43 A1
20201106_133912 0403 HK2 :0002041b t344.4 W VM-127.0 RM 42.3 VE 58.7 RE 42.7 RS 44.6 P107 E0000 FX41 M43 A1
20201106_133914 0501 HK2 :0002051b t346.0 W VM-127.0 RM 50.8 VE 58.7 RE 51.9 RS 44.6 P092 E0000 FX20 M44 A1
20201106_133915 0502 HK2 :0002051b t347.4 W VM-127.0 RM 50.8 VE 58.7 RE 51.9 RS 44.6 P092 E0000 FX20 M44 A1
20201106_133916 0503 HK2 :0002051b t348.3 W VM-127.0 RM 50.6 VE 58.7 RE 51.9 RS 44.6 P092 E0000 FX20 M44 A1
20201106_133917 0601 HK2 :False
20201106_133920 0602 HK2 :0002061b t352.3 W VM-127.0 RM 45.6 VE 58.7 RE 45.9 RS 44.6 P107 E0000 FX41 M43 A1
20201106_133921 0603 HK2 :0002061b t354.0 W VM-127.0 RM 45.6 VE 58.7 RE 45.9 RS 44.6 P107 E0000 FX41 M43 A1
20201106_133923 0701 HK2 :0002071b t354.3 W VM-127.0 RM 43.7 VE 58.7 RE 44.4 RS 44.6 P107 E0002 FX41 M43 A1
20201106_133923 0702 HK2 :0002071b t355.5 W VM-127.0 RM 43.7 VE 58.7 RE 44.4 RS 44.6 P107 E0002 FX41 M43 A1
20201106_133925 0703 HK2 :0002071b t357.1 W VM-127.0 RM 43.7 VE 58.7 RE 44.4 RS 44.6 P107 E0002 FX41 M43 A1
20201106_133926 0801 HK2 :0002081b t358.6 W VM-127.0 RM 40.5 VE 58.7 RE 40.8 RS 44.6 P113 E0000 FX20 M43 A1
20201106_133928 0802 HK2 :0002081b t360.1 W VM-127.0 RM 40.5 VE 58.7 RE 40.8 RS 44.6 P113 E0000 FX20 M43 A1
20201106_133930 0803 HK2 :0002081b t362.0 W VM-127.0 RM 40.5 VE 58.7 RE 40.8 RS 44.6 P113 E0000 FX20 M43 A1
20201106_133931 0901 HK2 :0002091b t363.0 W VM-127.0 RM 43.8 VE 58.7 RE 44.2 RS 44.6 P107 E0000 FX41 M43 A1
20201106_133932 0902 HK2 :0002091b t363.8 W VM-127.0 RM 43.8 VE 58.7 RE 44.2 RS 44.6 P107 E0000 FX41 M43 A1
20201106_133934 0903 HK2 :0002091b t366.3 W VM-127.0 RM 43.8 VE 58.7 RE 43.8 RS 44.6 P107 E0000 FX41 M43 A1
20201106_133935 0A01 HK2 :00020A1b t366.8 W VM-127.0 RM 43.3 VE 58.7 RE 43.3 RS 44.6 P107 E0000 FX41 M43 A1
20201106_133937 0A02 HK2 :00020A1b t369.2 W VM-127.0 RM 43.4 VE 58.7 RE 43.3 RS 44.6 P107 E0000 FX41 M43 A1
20201106_133940 0A03 HK2 :00020A1b t370.3 W VM-127.0 RM 43.4 VE 58.7 RE 43.3 RS 44.6 P107 E0000 FX41 M43 A1
20201106_133941 0B01 HK2 :00020B1b t373.4 W VM-127.0 RM 43.1 VE 58.7 RE 43.1 RS 44.6 P107 E0000 FX41 M43 A1
20201106_133943 0B02 HK2 :00020B1b t374.8 W VM-127.0 RM 43.1 VE 58.7 RE 43.1 RS 44.6 P107 E0000 FX41 M43 A1
20201106_133944 0B03 HK2 :00020B1b t375.9 W VM-127.0 RM 43.1 VE 58.7 RE 43.1 RS 44.6 P107 E0000 FX41 M43 A1
20201106_133944 0C01 HK2 :00020C1b t376.5 W VM-127.0 RM-127.0 VE 58.7 RE 40.0 RS  0.0 P107 E0000 FX41 M43 A1
20201106_133947 0C02 HK2 :00020C1b t376.9 W VM-127.0 RM-127.0 VE 58.7 RE 40.0 RS  0.0 P107 E0000 FX41 M43 A1
20201106_133950 0C03 HK2 :00020C1b t381.9 W VM-127.0 RM-127.0 VE 58.7 RE 40.0 RS  0.0 P107 E0000 FX41 M43 A1
20201106_133951 0D01 HK2 :00020D1b t382.7 W VM-127.0 RM 51.3 VE 58.7 RE 51.4 RS 44.6 P076 E0000 FX20 M44 A1
20201106_133953 0D02 HK2 :00020D1b t384.1 W VM-127.0 RM 51.3 VE 58.7 RE 51.4 RS 44.6 P076 E0000 FX20 M44 A1
20201106_133955 0D03 HK2 :00020D1b t386.4 W VM-127.0 RM 51.3 VE 58.7 RE 51.4 RS 44.6 P076 E0000 FX20 M44 A1
20201106_133956 0E01 HK2 :00020E1b t388.1 W VM-127.0 RM 43.4 VE 58.7 RE 43.6 RS 44.6 P107 E0000 FX41 M43 A1
20201106_133958 0E02 HK2 :00020E1b t390.5 W VM-127.0 RM 43.4 VE 58.7 RE 43.6 RS 44.6 P107 E0000 FX41 M43 A1
20201106_134000 0E03 HK2 :00020E1b t391.5 W VM-127.0 RM 43.4 VE 58.7 RE 43.6 RS 44.6 P107 E0000 FX41 M43 A1
20201106_134001 0F01 HK2 :00020F1b t393.1 W VM-127.0 RM 45.7 VE 58.7 RE 45.9 RS 44.6 P107 E0000 FX41 M43 A1
20201106_134003 0F02 HK2 :False
20201106_134004 0F03 HK2 :00020F1b t395.9 W VM-127.0 RM 45.7 VE 58.7 RE 45.9 RS 44.6 P107 E0000 FX41 M43 A1
20201106_134005 1001 HK2 :0002101b t396.9 W VM-127.0 RM 37.6 VE 58.7 RE 37.5 RS 44.6 P143 E0000 FX20 M44 A1
20201106_134007 1002 HK2 :0002101b t398.9 W VM-127.0 RM 37.6 VE 58.7 RE 37.5 RS 44.6 P143 E0000 FX20 M44 A1
20201106_134008 1003 HK2 :0002101b t400.6 W VM-127.0 RM 37.6 VE 58.7 RE 37.5 RS 44.6 P143 E0000 FX20 M44 A1
20201106_134010 1101 HK2 :0002111b t397.8 W VM-127.0 RM 45.0 VE 58.7 RE 45.2 RS 44.6 P107 E0000 FX41 M43 A1
20201106_134011 1102 HK2 :0002111b t398.7 W VM-127.0 RM 45.0 VE 58.7 RE 45.2 RS 44.6 P107 E0000 FX41 M43 A1
20201106_134012 1103 HK2 :0002111b t399.7 W VM-127.0 RM 45.0 VE 58.7 RE 45.2 RS 44.6 P107 E0000 FX41 M43 A1
20201106_134013 1201 HK2 :0002121b t389.9 W VM-127.0 RM 42.8 VE 58.7 RE 42.9 RS 44.6 P107 E0000 FX41 M43 A1
20201106_134014 1202 HK2 :0002121b t391.6 W VM-127.0 RM 42.8 VE 58.7 RE 42.9 RS 44.6 P107 E0000 FX41 M43 A1
20201106_134015 1203 HK2 :0002121b t392.6 W VM-127.0 RM 42.8 VE 58.7 RE 42.9 RS 44.6 P107 E0000 FX41 M43 A1
20201106_134017 1E01 HK2 :00021E1b t409.7 W VM 58.2 RM 42.8 VE 70.0 RE 42.4 RS 45.6 P009 E0001 FX44 M40 A0
20201106_134018 1E02 HK2 :00021E1b t410.3 W VM 58.2 RM 42.8 VE 70.0 RE 42.4 RS 45.6 P009 E0001 FX44 M40 A0
20201106_134021 1E03 HK2 :00021E1b t413.1 W VM 58.2 RM 42.8 VE 70.0 RE 42.4 RS 45.6 P009 E0001 FX44 M40 A0
20201106_134259 0101 HK2 :0002011b t571.7 W VM-127.0 RM 51.0 VE 59.8 RE 51.4 RS 44.7 P059 E0002 FX20 M45 A1
20201106_134301 0102 HK2 :False
20201106_134302 0103 HK2 :0002011b t574.1 W VM-127.0 RM 50.9 VE 59.8 RE 51.4 RS 44.7 P059 E0002 FX20 M45 A1
20201106_134304 0201 HK2 :0002021b t576.0 W VM-127.0 RM 45.8 VE 59.8 RE 46.7 RS 44.7 P097 E0000 FX20 M43 A1
20201106_134305 0202 HK2 :0002021b t577.7 W VM-127.0 RM 45.8 VE 59.8 RE 46.7 RS 44.7 P097 E0000 FX20 M43 A1
20201106_134308 0203 HK2 :0002021b t579.3 W VM-127.0 RM 45.8 VE 59.8 RE 46.7 RS 44.7 P097 E0000 FX20 M43 A1
20201106_134310 0301 HK2 :0002031b t581.7 W VM-127.0 RM 51.0 VE 59.8 RE 51.1 RS 44.7 P062 E0000 FX20 M45 A1
20201106_134312 0302 HK2 :0002031b t583.6 W VM-127.0 RM 51.0 VE 59.8 RE 51.1 RS 44.7 P062 E0000 FX20 M45 A1
20201106_134313 0303 HK2 :0002031b t585.2 W VM-127.0 RM 51.0 VE 59.8 RE 51.1 RS 44.7 P062 E0000 FX20 M45 A1
20201106_134314 0401 HK2 :0002041b t585.7 W VM-127.0 RM 41.4 VE 59.8 RE 41.8 RS 44.7 P107 E0000 FX41 M43 A1
20201106_134315 0402 HK2 :0002041b t587.4 W VM-127.0 RM 41.4 VE 59.8 RE 41.8 RS 44.7 P107 E0000 FX41 M43 A1
20201106_134318 0403 HK2 :0002041b t589.9 W VM-127.0 RM 41.4 VE 59.8 RE 41.8 RS 44.7 P107 E0000 FX41 M43 A1
20201106_134320 0501 HK2 :0002051b t590.9 W VM-127.0 RM 48.1 VE 59.8 RE 49.2 RS 44.7 P073 E0000 FX20 M44 A1
20201106_134320 0502 HK2 :0002051b t592.2 W VM-127.0 RM 48.1 VE 59.8 RE 49.2 RS 44.7 P073 E0000 FX20 M44 A1
20201106_134322 0503 HK2 :0002051b t593.2 W VM-127.0 RM 48.1 VE 59.8 RE 49.2 RS 44.7 P073 E0000 FX20 M44 A1
20201106_134322 0601 HK2 :0002061b t595.4 W VM-127.0 RM 44.5 VE 59.8 RE 45.0 RS 44.7 P107 E0000 FX41 M43 A1
20201106_134326 0602 HK2 :False
20201106_134327 0603 HK2 :0002061b t600.0 W VM-127.0 RM 44.5 VE 59.8 RE 45.0 RS 44.7 P107 E0000 FX41 M43 A1
20201106_134328 0701 HK2 :0002071b t599.9 W VM-127.0 RM 42.3 VE 59.8 RE 42.9 RS 44.7 P107 E0002 FX41 M43 A1
20201106_134329 0702 HK2 :0002071b t600.5 W VM-127.0 RM 42.3 VE 59.8 RE 42.9 RS 44.7 P107 E0002 FX41 M43 A1
20201106_134330 0703 HK2 :0002071b t602.1 W VM-127.0 RM 42.3 VE 59.8 RE 42.9 RS 44.7 P107 E0002 FX41 M43 A1
20201106_134332 0801 HK2 :0002081b t602.8 W VM-127.0 RM 39.9 VE 59.8 RE 40.2 RS 44.7 P130 E0000 FX20 M44 A1
20201106_134333 0802 HK2 :0002081b t604.4 W VM-127.0 RM 39.9 VE 59.8 RE 40.2 RS 44.7 P130 E0000 FX20 M44 A1
20201106_134334 0803 HK2 :0002081b t605.4 W VM-127.0 RM 39.9 VE 59.8 RE 39.9 RS 44.7 P140 E0000 FX20 M44 A1
20201106_134335 0901 HK2 :0002091b t606.6 W VM-127.0 RM 43.1 VE 59.8 RE 43.1 RS 44.7 P107 E0000 FX41 M43 A1
20201106_134336 0902 HK2 :0002091b t608.0 W VM-127.0 RM 43.1 VE 59.8 RE 43.1 RS 44.7 P107 E0000 FX41 M43 A1
20201106_134337 0903 HK2 :0002091b t608.8 W VM-127.0 RM 43.1 VE 59.8 RE 43.1 RS 44.7 P107 E0000 FX41 M43 A1
20201106_134338 0A01 HK2 :00020A1b t609.4 W VM-127.0 RM 43.9 VE 59.8 RE 43.9 RS 44.7 P107 E0000 FX41 M43 A1
20201106_134340 0A02 HK2 :False
20201106_134341 0A03 HK2 :00020A1b t612.5 W VM-127.0 RM 43.9 VE 59.8 RE 43.9 RS 44.7 P107 E0000 FX41 M43 A1
20201106_134342 0B01 HK2 :00020B1b t614.5 W VM-127.0 RM 41.1 VE 59.8 RE 41.3 RS 44.7 P112 E0000 FX20 M43 A1
20201106_134343 0B02 HK2 :00020B1b t615.3 W VM-127.0 RM 41.1 VE 59.8 RE 41.3 RS 44.7 P112 E0000 FX20 M43 A1
20201106_134344 0B03 HK2 :00020B1b t616.1 W VM-127.0 RM 41.1 VE 59.8 RE 41.3 RS 44.7 P112 E0000 FX20 M43 A1
20201106_134345 0C01 HK2 :00020C1b t616.8 W VM-127.0 RM-127.0 VE 59.8 RE 40.0 RS  0.0 P107 E0000 FX41 M43 A1
20201106_134346 0C02 HK2 :00020C1b t618.5 W VM-127.0 RM-127.0 VE 59.8 RE 40.0 RS  0.0 P107 E0000 FX41 M43 A1
20201106_134347 0C03 HK2 :00020C1b t619.5 W VM-127.0 RM-127.0 VE 59.8 RE 40.0 RS  0.0 P107 E0000 FX41 M43 A1
20201106_134348 0D01 HK2 :00020D1b t620.4 W VM-127.0 RM 49.6 VE 59.8 RE 49.6 RS 44.7 P056 E0000 FX20 M45 A1
20201106_134350 0D02 HK2 :00020D1b t621.8 W VM-127.0 RM 49.6 VE 59.8 RE 49.6 RS 44.7 P056 E0000 FX20 M45 A1
20201106_134350 0D03 HK2 :00020D1b t622.5 W VM-127.0 RM 49.5 VE 59.8 RE 49.6 RS 44.7 P056 E0000 FX20 M45 A1
20201106_134351 0E01 HK2 :00020E1b t622.9 W VM-127.0 RM 42.3 VE 59.8 RE 42.4 RS 44.7 P107 E0000 FX41 M43 A1
20201106_134352 0E02 HK2 :00020E1b t623.9 W VM-127.0 RM 42.3 VE 59.8 RE 42.4 RS 44.7 P107 E0000 FX41 M43 A1
20201106_134354 0E03 HK2 :00020E1b t625.5 W VM-127.0 RM 42.3 VE 59.8 RE 42.4 RS 44.7 P107 E0000 FX41 M43 A1
20201106_134357 0F01 HK2 :False
20201106_134358 0F02 HK2 :00020F1b t629.7 W VM-127.0 RM 44.3 VE 59.8 RE 44.4 RS 44.7 P107 E0000 FX41 M43 A1
20201106_134400 0F03 HK2 :00020F1b t630.6 W VM-127.0 RM 44.3 VE 59.8 RE 44.4 RS 44.7 P107 E0000 FX41 M43 A1
20201106_134401 1001 HK2 :0002101b t633.0 W VM-127.0 RM 36.2 VE 59.8 RE 36.7 RS 44.7 P184 E0000 FX20 M45 A1
20201106_134402 1002 HK2 :0002101b t634.8 W VM-127.0 RM 36.2 VE 59.8 RE 36.7 RS 44.7 P184 E0000 FX20 M45 A1
20201106_134403 1003 HK2 :0002101b t635.7 W VM-127.0 RM 36.2 VE 59.8 RE 36.7 RS 44.7 P184 E0000 FX20 M45 A1
20201106_134404 1101 HK2 :0002111b t632.2 W VM-127.0 RM 43.8 VE 59.8 RE 43.9 RS 44.7 P107 E0004 FX41 M43 A1
20201106_134406 1102 HK2 :0002111b t633.6 W VM-127.0 RM 43.8 VE 59.8 RE 43.9 RS 44.7 P107 E0004 FX41 M43 A1
20201106_134407 1103 HK2 :0002111b t634.4 W VM-127.0 RM 43.8 VE 59.8 RE 43.9 RS 44.7 P107 E0004 FX41 M43 A1
