---Sum - overview---
Mod 01 Reg 1: n=10 min=0.150s mitt=0.174s max=0.247s nErr= 0 orErr=0000
Mod 01 Reg 0: n=127 min=0.151s mitt=0.171s max=0.282s nErr= 0 orErr=0000
Mod 01 Reg 3: n=10 min=0.165s mitt=0.199s max=0.252s nErr= 0 orErr=0000
