20200930_162838 0501 HK2 :0002051b t1554.1 W VM-127.0 RM 50.1 VE 70.0 RE 50.5 RS 44.0 P000 E0000 FX20 M51 A2
20200930_162839 0502 HK2 :0002052b t1554.7 W VM 70.0 RM 40.0 VE 70.0 RE 40.0 RS  0.0 P000 E0000 FX20 M0 A0
20200930_162840 0503 HK2 :0002053b t1555.4 W VM 70.0 RM 40.0 VE 70.0 RE 40.0 RS  0.0 P000 E0000 FX20 M0 A0
20200930_162840 0601 HK2 :0002061b t1553.3 W VM-127.0 RM 47.1 VE 70.0 RE 47.5 RS 44.0 P000 E0000 FX20 M48 A1
20200930_162841 0602 HK2 :0002062b t1554.0 W VM 70.0 RM 40.0 VE 70.0 RE 40.0 RS  0.0 P000 E0000 FX20 M0 A0
20200930_162842 0603 HK2 :0002063b t1554.6 W VM 70.0 RM 40.0 VE 70.0 RE 40.0 RS  0.0 P000 E0000 FX20 M0 A0
20200930_162845 0701 HK2 :0002071b t1558.0 W VM-127.0 RM 48.5 VE 70.0 RE 48.9 RS 44.0 P018 E0000 FX20 M49 A2
20200930_162845 0702 HK2 :0002072b t1558.7 W VM 70.0 RM 40.0 VE 70.0 RE 40.0 RS  0.0 P000 E0000 FX20 M0 A0
20200930_162849 0703 HK2 :0002073b t1559.3 W VM 70.0 RM 40.0 VE 70.0 RE 40.0 RS  0.0 P000 E0000 FX20 M0 A0
20200930_162849 0801 HK2 :0002081b t1562.8 W VM-127.0 RM 49.1 VE 70.0 RE 49.4 RS 44.0 P000 E0000 FX20 M49 A2
20200930_162850 0802 HK2 :0002082b t1563.5 W VM 70.0 RM 40.0 VE 70.0 RE 40.0 RS  0.0 P000 E0000 FX20 M0 A0
20200930_162851 0803 HK2 :0002083b t1564.2 W VM 70.0 RM 40.0 VE 70.0 RE 40.0 RS  0.0 P000 E0000 FX20 M0 A0
20200930_162851 0901 HK2 :0002091b t1565.6 W VM-127.0 RM 47.2 VE 70.0 RE 47.2 RS 44.0 P018 E0002 FX20 M49 A2
20200930_162857 0902 HK2 :0002092b t1566.2 W VM 70.0 RM 40.0 VE 70.0 RE 40.0 RS  0.0 P000 E0000 FX20 M0 A0
20200930_162858 0903 HK2 :0002093b t1571.8 W VM 70.0 RM 40.0 VE 70.0 RE 40.0 RS  0.0 P000 E0000 FX20 M0 A0
20200930_162900 1E01 HK2 :False
20200930_162901 1E02 HK2 :00021E2b t1574.8 W VM-127.0 RM-127.0 VE  0.0 RE  0.0 RS  0.0 P107 E0001 FX44 M43 A0
20200930_162902 1E03 HK2 :00021E3b t1575.4 W VM-127.0 RM-127.0 VE  0.0 RE  0.0 RS  0.0 P107 E0001 FX44 M43 A0
