20201111_184540 0101 HK2 :0002011b t181367.5 S VM-127.0 RM 52.5 VE-42.0 RE 49.9 RS 44.0 P999 E0006 FX22 M51539960 A49
20201111_184542 0102 HK2 :0002012b t181369.7 S VM 70.0 RM 40.0 VE 70.0 RE 40.0 RS  0.0 P000 E0004 FX20 M0 A0
20201111_184543 0103 HK2 :0002013b t181370.6 S VM-127.0 RM 32.8 VE-42.0 RE 46.3 RS 44.0 P000 E0004 FX21 M53687400 A46
20201111_184544 0201 HK2 :0002021b t181347.1 S VM-127.0 RM 52.8 VE-42.0 RE 49.1 RS 43.0 P325 E0006 FX20 M77 A1
20201111_184544 0202 HK2 :0002022b t181347.7 S VM 70.0 RM 40.0 VE 70.0 RE 40.0 RS  0.0 P000 E0006 FX20 M0 A0
20201111_184545 0203 HK2 :0002023b t181348.6 S VM-127.0 RM 41.5 VE-42.0 RE 43.0 RS 43.0 P190 E0000 FX20 M52 A1
20201111_184546 0301 HK2 :0002031b t181289.8 S VM-127.0 RM 52.8 VE-42.0 RE 52.7 RS 43.0 P018 E0004 FX20 M107 A23
20201111_184549 0302 HK2 :0002032b t181292.1 S VM 70.0 RM 40.0 VE 70.0 RE 40.0 RS  0.0 P000 E0006 FX20 M0 A0
20201111_184549 0303 HK2 :0002033b t181293.3 S VM-127.0 RM 33.6 VE-42.0 RE 31.9 RS 43.0 P999 E0000 FX22 M109 A59
20201111_184550 0401 HK2 :0002041b t181267.8 S VM-127.0 RM 42.1 VE-42.0 RE 50.5 RS 43.0 P220 E0006 FX20 M70 A1
20201111_184551 0402 HK2 :0002042b t181268.5 S VM 70.0 RM 40.0 VE 70.0 RE 40.0 RS  0.0 P000 E0004 FX20 M0 A0
20201111_184553 0403 HK2 :0002043b t181270.3 S VM-127.0 RM 44.9 VE-42.0 RE 43.1 RS 43.0 P185 E0004 FX20 M58 A1
20201111_184554 0501 HK2 :0002051b t181306.1 S VM-127.0 RM 44.1 VE-42.0 RE 42.7 RS 43.0 P179 E0006 FX20 M73 A1
20201111_184555 0502 HK2 :0002052b t181307.1 S VM 70.0 RM 40.0 VE 70.0 RE 40.0 RS  0.0 P000 E0004 FX20 M0 A0
20201111_184556 0503 HK2 :0002053b t181307.9 S VM-127.0 RM 52.3 VE-42.0 RE 52.4 RS 43.0 P266 E0004 FX20 M74 A1
20201111_184557 0601 HK2 :0002061b t181576.7 S VM-127.0 RM 37.8 VE-42.0 RE 45.2 RS 43.0 P140 E0006 FX20 M77 A1
20201111_184557 0602 HK2 :0002062b t181577.4 S VM 70.0 RM 40.0 VE 70.0 RE 40.0 RS  0.0 P000 E000C FX20 M0 A0
20201111_184558 0603 HK2 :0002063b t181578.4 S VM-127.0 RM 51.6 VE-42.0 RE 34.8 RS 43.0 P551 E0000 FX20 M81 A1
20201111_184559 0701 HK2 :0002071b t181250.7 S VM-127.0 RM 42.9 VE-42.0 RE 48.9 RS 43.0 P241 E0006 FX20 M75 A1
20201111_184601 0702 HK2 :0002072b t181251.6 S VM 70.0 RM 40.0 VE 70.0 RE 40.0 RS  0.0 P000 E0006 FX20 M0 A0
20201111_184601 0703 HK2 :0002073b t181252.8 S VM-127.0 RM 52.4 VE-42.0 RE 51.6 RS 43.0 P356 E0000 FX20 M84 A1
20201111_184602 0801 HK2 :0002081b t181269.1 S VM-127.0 RM 25.3 VE-42.0 RE 46.4 RS 43.0 P221 E0004 FX20 M89 A1
20201111_184604 0802 HK2 :0002082b t181270.4 S VM 70.0 RM 40.0 VE 70.0 RE 40.0 RS  0.0 P000 E0004 FX20 M0 A0
20201111_184605 0803 HK2 :0002083b t181272.1 S VM-127.0 RM 52.1 VE-42.0 RE 46.1 RS 43.0 P406 E0004 FX20 M79 A1
20201111_184607 0901 HK2 :0002091b t181311.8 S VM-127.0 RM 43.4 VE-42.0 RE 42.6 RS 43.0 P223 E0006 FX20 M68 A1
20201111_184608 0902 HK2 :0002092b t181312.8 S VM 70.0 RM 40.0 VE 70.0 RE 40.0 RS  0.0 P000 E0006 FX20 M0 A0
20201111_184609 0903 HK2 :0002093b t181313.5 S VM-127.0 RM 48.2 VE-42.0 RE 48.3 RS 43.0 P225 E0000 FX20 M57 A1
20201111_184610 0A01 HK2 :00020A1b t181275.4 S VM-127.0 RM 51.2 VE-42.0 RE 50.9 RS 43.0 P272 E0000 FX20 M82 A1
20201111_184612 0A02 HK2 :00020A2b t181277.4 S VM 70.0 RM 40.0 VE 70.0 RE 40.0 RS  0.0 P000 E0000 FX20 M0 A0
20201111_184614 0A03 HK2 :00020A3b t181278.9 S VM-127.0 RM 45.3 VE-42.0 RE 46.2 RS 43.0 P210 E0004 FX20 M68 A1
20201111_184615 0B01 HK2 :00020B1b t181374.7 S VM-127.0 RM 46.4 VE-42.0 RE 44.7 RS 43.0 P184 E0006 FX20 M56 A1
20201111_184616 0B02 HK2 :00020B2b t181375.7 S VM 70.0 RM 40.0 VE 70.0 RE 40.0 RS  0.0 P000 E0006 FX20 M0 A0
20201111_184618 0B03 HK2 :00020B3b t181376.9 S VM-127.0 RM 50.3 VE-42.0 RE 36.4 RS 43.0 P381 E0000 FX20 M68 A1
20201111_184619 0C01 HK2 :00020C1b t180461.4 S VM-127.0 RM 51.6 VE-42.0 RE 50.3 RS 43.0 P002 E0006 FX20 M94 A32
