20201102_115748 0201 HK2 :0002021b t1385180.5 0 VM-127.0 RM-127.0 VE 70.0 RE 40.0 RS  0.0 P000 E0001 FX44 M0 A0
20201102_115749 0202 HK2 :0002022b t1385181.1 0 VM -9.9 RM 69.3 VE -9.9 RE 69.3 RS  0.0 P000 E0001 FX44 M0 A0
20201102_115750 0203 HK2 :0002023b t1385181.8 0 VM-127.0 RM-127.0 VE 70.0 RE 40.0 RS  0.0 P000 E0001 FX44 M0 A0
20201102_115750 0101 HK2 :0002011b t1385395.2 0 VM-127.0 RM-127.0 VE 70.0 RE 40.0 RS  0.0 P000 E0001 FX44 M40 A0
20201102_115756 0102 HK2 :0002012b t1385398.3 0 VM -9.9 RM 69.3 VE -9.9 RE 69.3 RS  0.0 P000 E0007 FX44 M40 A0
20201102_115757 0103 HK2 :0002013b t1385401.5 0 VM-127.0 RM-127.0 VE 70.0 RE 40.0 RS  0.0 P000 E0001 FX44 M40 A0
20201102_115805 1E01 HK2 :00021E1b t1385636.7 0 VM-127.0 RM-127.0 VE 70.0 RE 40.0 RS  0.0 P000 E0001 FX44 M40 A0
20201102_115805 1E02 HK2 :00021E2b t1385637.3 0 VM 70.0 RM 40.0 VE 70.0 RE 40.0 RS  0.0 P000 E0000 FX20 M0 A0
20201102_115806 1E03 HK2 :00021E3b t1385638.0 0 VM 70.0 RM 40.0 VE 70.0 RE 40.0 RS  0.0 P000 E0000 FX20 M0 A0
