---Sum - overview---
Mod 13 Reg 0: n=120 min=0.148s mitt=0.178s max=0.256s nErr= 0 orErr=0000
Mod 13 Reg 3: n=10 min=0.168s mitt=0.196s max=0.223s nErr= 0 orErr=0000
Mod 14 Reg 1: n=10 min=0.160s mitt=0.167s max=0.203s nErr= 0 orErr=0000
Mod 14 Reg 0: n=127 min=0.143s mitt=0.171s max=0.285s nErr= 0 orErr=0000
Mod 14 Reg 3: n=10 min=0.155s mitt=0.218s max=0.278s nErr= 0 orErr=0000
Mod 15 Reg 1: n=10 min=0.161s mitt=0.228s max=0.275s nErr= 0 orErr=0000
Mod 15 Reg 0: n=120 min=0.145s mitt=0.175s max=0.256s nErr= 0 orErr=0000
Mod 15 Reg 3: n=10 min=0.190s mitt=0.216s max=0.239s nErr= 0 orErr=0000
Mod 16 Reg 1: n=10 min=0.150s mitt=0.198s max=0.270s nErr= 0 orErr=0000
Mod 16 Reg 0: n=123 min=0.148s mitt=0.172s max=0.266s nErr= 0 orErr=0000
Mod 16 Reg 3: n=10 min=0.195s mitt=0.231s max=0.258s nErr= 0 orErr=0000
Mod 17 Reg 1: n=10 min=0.153s mitt=0.162s max=0.166s nErr= 0 orErr=0000
Mod 17 Reg 0: n=127 min=0.149s mitt=0.174s max=0.287s nErr= 0 orErr=0000
Mod 17 Reg 3: n=10 min=0.150s mitt=0.205s max=0.263s nErr= 0 orErr=0000
Mod 18 Reg 1: n=10 min=0.147s mitt=0.226s max=0.277s nErr= 0 orErr=0000
Mod 18 Reg 0: n=122 min=0.146s mitt=0.174s max=0.265s nErr= 0 orErr=0000
Mod 18 Reg 3: n=10 min=0.173s mitt=0.221s max=0.261s nErr= 0 orErr=0000
Mod 30 Reg 1: n=10 min=0.153s mitt=0.168s max=0.224s nErr= 0 orErr=0000
Mod 30 Reg 0: n=20 min=0.152s mitt=0.167s max=0.264s nErr= 0 orErr=0000
Mod 30 Reg 3: n=10 min=0.152s mitt=0.172s max=0.264s nErr= 0 orErr=0000
