---Sum - overview---
Mod 01 Reg 1: n=10 min=0.156s mitt=0.206s max=0.276s nErr= 0 orErr=0000
Mod 01 Reg 0: n=127 min=0.149s mitt=0.172s max=0.286s nErr= 0 orErr=0000
Mod 01 Reg 3: n=10 min=0.152s mitt=0.169s max=0.201s nErr= 0 orErr=0000
Mod 02 Reg 1: n=10 min=0.158s mitt=0.213s max=0.269s nErr= 0 orErr=0000
Mod 02 Reg 0: n=122 min=0.149s mitt=0.174s max=0.272s nErr= 0 orErr=0000
Mod 02 Reg 3: n=10 min=0.181s mitt=0.223s max=0.256s nErr= 0 orErr=0000
Mod 03 Reg 1: n=10 min=0.148s mitt=0.188s max=0.264s nErr= 0 orErr=0000
Mod 03 Reg 0: n=122 min=0.150s mitt=0.176s max=0.292s nErr= 0 orErr=0000
Mod 03 Reg 3: n=10 min=0.205s mitt=0.231s max=0.262s nErr= 0 orErr=0000
Mod 04 Reg 1: n=10 min=0.158s mitt=0.164s max=0.167s nErr= 0 orErr=0000
Mod 04 Reg 0: n=126 min=0.149s mitt=0.174s max=0.291s nErr= 0 orErr=0000
Mod 04 Reg 3: n=10 min=0.153s mitt=0.166s max=0.212s nErr= 0 orErr=0000
Mod 05 Reg 1: n=10 min=0.149s mitt=0.165s max=0.187s nErr= 0 orErr=0000
Mod 05 Reg 0: n=124 min=0.147s mitt=0.176s max=0.322s nErr= 0 orErr=0000
Mod 05 Reg 3: n=10 min=0.166s mitt=0.221s max=0.257s nErr= 0 orErr=0000
Mod 06 Reg 1: n=10 min=0.155s mitt=0.164s max=0.170s nErr= 0 orErr=0000
Mod 06 Reg 0: n=128 min=0.150s mitt=0.172s max=0.279s nErr= 0 orErr=0000
Mod 06 Reg 3: n=10 min=0.160s mitt=0.197s max=0.259s nErr= 0 orErr=0000
Mod 07 Reg 1: n=10 min=0.166s mitt=0.215s max=0.259s nErr= 0 orErr=0000
Mod 07 Reg 0: n=120 min=0.148s mitt=0.174s max=0.250s nErr= 0 orErr=0000
Mod 07 Reg 3: n=10 min=0.211s mitt=0.232s max=0.276s nErr= 0 orErr=0000
Mod 08 Reg 1: n=10 min=0.149s mitt=0.160s max=0.171s nErr= 0 orErr=0000
Mod 08 Reg 0: n=128 min=0.147s mitt=0.174s max=0.283s nErr= 0 orErr=0000
Mod 08 Reg 3: n=10 min=0.151s mitt=0.166s max=0.177s nErr= 0 orErr=0000
Mod 09 Reg 1: n=10 min=0.163s mitt=0.199s max=0.232s nErr= 0 orErr=0000
Mod 09 Reg 0: n=126 min=0.148s mitt=0.175s max=0.299s nErr= 0 orErr=0000
Mod 09 Reg 3: n=10 min=0.154s mitt=0.187s max=0.249s nErr= 0 orErr=0000
Mod 10 Reg 1: n=10 min=0.165s mitt=0.232s max=0.263s nErr= 0 orErr=0000
Mod 10 Reg 0: n=121 min=0.148s mitt=0.174s max=0.262s nErr= 0 orErr=0000
Mod 10 Reg 3: n=10 min=0.174s mitt=0.224s max=0.265s nErr= 0 orErr=0000
Mod 11 Reg 1: n=10 min=0.157s mitt=0.168s max=0.204s nErr= 0 orErr=0000
Mod 11 Reg 0: n=123 min=0.150s mitt=0.179s max=0.292s nErr= 0 orErr=0000
Mod 11 Reg 3: n=10 min=0.153s mitt=0.184s max=0.267s nErr= 0 orErr=0000
Mod 12 Reg 1: n=10 min=0.163s mitt=0.168s max=0.178s nErr= 0 orErr=0000
Mod 12 Reg 0: n=125 min=0.148s mitt=0.178s max=0.285s nErr= 0 orErr=0000
Mod 12 Reg 3: n=10 min=0.153s mitt=0.189s max=0.255s nErr= 0 orErr=0000
Mod 13 Reg 1: n=10 min=0.157s mitt=0.203s max=0.262s nErr= 0 orErr=0000
